timestamp,open,high,low,close,volume,symbol
2025-12-25T10:00:00+00:00,22488.8,22719.79,22283.29,22631.84,1069736,NIFTY50_DEMO
2025-12-26T10:00:00+00:00,22760.51,22865.31,22641.7,22705.66,1577386,NIFTY50_DEMO
2025-12-29T10:00:00+00:00,22667.59,22700.5,22291.73,22550.61,507646,NIFTY50_DEMO
2025-12-30T10:00:00+00:00,22468.38,22510.75,22204.13,22325.77,593533,NIFTY50_DEMO
2025-12-31T10:00:00+00:00,22307.62,22718.09,22116.92,22708.88,916033,NIFTY50_DEMO
2026-01-01T10:00:00+00:00,22614.79,22705.0,22533.29,22653.94,1039398,NIFTY50_DEMO
2026-01-02T10:00:00+00:00,22805.0,22806.84,22505.72,22649.46,1814412,NIFTY50_DEMO
2026-01-05T10:00:00+00:00,22666.49,22933.0,22165.43,22343.49,1326999,NIFTY50_DEMO
2026-01-06T10:00:00+00:00,22357.27,22579.99,22316.88,22564.33,574203,NIFTY50_DEMO
2026-01-07T10:00:00+00:00,22526.92,22669.8,22295.27,22341.34,498062,NIFTY50_DEMO
2026-01-08T10:00:00+00:00,22310.36,22497.06,22228.48,22406.05,2013730,NIFTY50_DEMO
2026-01-09T10:00:00+00:00,22338.36,22638.86,22293.96,22596.94,1958662,NIFTY50_DEMO
2026-01-12T10:00:00+00:00,22581.83,22731.73,22299.81,22461.02,1805346,NIFTY50_DEMO
2026-01-13T10:00:00+00:00,22455.2,22967.09,22406.47,22829.63,871037,NIFTY50_DEMO
2026-01-14T10:00:00+00:00,22956.04,23069.73,22740.53,23064.78,324528,NIFTY50_DEMO
2026-01-15T10:00:00+00:00,23072.0,23350.6,23059.3,23308.79,445171,NIFTY50_DEMO
2026-01-16T10:00:00+00:00,23338.75,23545.71,23214.15,23286.57,802713,NIFTY50_DEMO
2026-01-19T10:00:00+00:00,23363.31,23409.39,23158.13,23231.98,1554452,NIFTY50_DEMO
2026-01-20T10:00:00+00:00,23312.99,23447.83,23267.16,23349.48,988501,NIFTY50_DEMO
2026-01-21T10:00:00+00:00,23374.37,23410.98,22972.51,22973.21,1069504,NIFTY50_DEMO
2026-01-22T10:00:00+00:00,22938.42,22985.59,22449.41,22558.0,1109430,NIFTY50_DEMO
2026-01-23T10:00:00+00:00,22711.18,22854.29,22676.08,22830.38,1158662,NIFTY50_DEMO
2026-01-26T10:00:00+00:00,22828.2,22836.45,21981.95,22311.71,1092325,NIFTY50_DEMO
2026-01-27T10:00:00+00:00,22308.92,22555.63,22155.95,22398.57,1751470,NIFTY50_DEMO
2026-01-28T10:00:00+00:00,22325.24,22735.85,22137.46,22546.09,1612713,NIFTY50_DEMO
2026-01-29T10:00:00+00:00,22465.69,23143.57,22452.26,23065.2,934962,NIFTY50_DEMO
2026-01-30T10:00:00+00:00,23070.89,23217.94,22586.45,22650.82,759403,NIFTY50_DEMO
2026-02-02T10:00:00+00:00,22586.95,23060.56,22476.7,23016.08,649896,NIFTY50_DEMO
2026-02-03T10:00:00+00:00,23124.39,23420.49,23098.77,23196.76,1369479,NIFTY50_DEMO
2026-02-04T10:00:00+00:00,23093.46,23504.11,23021.14,23319.36,1395121,NIFTY50_DEMO
2026-02-05T10:00:00+00:00,23348.44,23523.56,23315.91,23427.97,1392395,NIFTY50_DEMO
2026-02-06T10:00:00+00:00,23585.33,23652.38,23225.38,23392.58,1669904,NIFTY50_DEMO
2026-02-09T10:00:00+00:00,23458.87,23621.94,23079.66,23193.87,1946781,NIFTY50_DEMO
2026-02-10T10:00:00+00:00,23262.51,23653.21,23228.26,23387.04,824994,NIFTY50_DEMO
2026-02-11T10:00:00+00:00,23318.36,23329.15,23031.54,23078.78,1381037,NIFTY50_DEMO
2026-02-12T10:00:00+00:00,23079.86,23521.55,23043.21,23318.19,4685975,NIFTY50_DEMO
2026-02-13T10:00:00+00:00,23246.23,23580.61,23178.94,23430.07,1075470,NIFTY50_DEMO
2026-02-16T10:00:00+00:00,23469.98,23690.81,23350.74,23680.46,563868,NIFTY50_DEMO
2026-02-17T10:00:00+00:00,23753.47,23783.98,23459.03,23635.7,1311379,NIFTY50_DEMO
2026-02-18T10:00:00+00:00,23560.49,23700.69,23552.26,23678.85,679094,NIFTY50_DEMO
2026-02-19T10:00:00+00:00,23726.66,23992.92,23576.64,23838.02,603900,NIFTY50_DEMO
2026-02-20T10:00:00+00:00,23882.21,23955.84,23550.0,23623.0,8255298,NIFTY50_DEMO
2026-02-23T10:00:00+00:00,23719.57,24028.31,23626.87,23891.55,1027218,NIFTY50_DEMO
2026-02-24T10:00:00+00:00,23825.08,24085.78,23755.7,24051.6,1252856,NIFTY50_DEMO
2026-02-25T10:00:00+00:00,23889.93,24664.19,23658.76,24563.05,949825,NIFTY50_DEMO
2026-02-26T10:00:00+00:00,24568.73,25060.62,24463.28,24899.61,1689256,NIFTY50_DEMO
2026-02-27T10:00:00+00:00,24919.01,24925.82,24613.97,24710.58,3512968,NIFTY50_DEMO
2026-03-02T10:00:00+00:00,24530.42,24754.5,24433.02,24726.84,1841731,NIFTY50_DEMO
2026-03-03T10:00:00+00:00,24716.63,24791.52,24364.23,24491.45,659905,NIFTY50_DEMO
2026-03-04T10:00:00+00:00,24449.58,24545.42,24103.16,24361.22,1472527,NIFTY50_DEMO
2026-03-05T10:00:00+00:00,24441.71,24752.93,23932.49,24081.67,562594,NIFTY50_DEMO
2026-03-06T10:00:00+00:00,24191.5,24294.22,23996.54,24060.61,1771464,NIFTY50_DEMO
2026-03-09T10:00:00+00:00,24055.45,24523.27,23651.24,23797.5,1059932,NIFTY50_DEMO
2026-03-10T10:00:00+00:00,23937.35,24142.76,23526.22,23588.5,1283845,NIFTY50_DEMO
2026-03-11T10:00:00+00:00,23466.57,24048.49,23465.13,23881.82,736191,NIFTY50_DEMO
2026-03-12T10:00:00+00:00,23898.93,24127.6,23888.93,24041.02,991865,NIFTY50_DEMO
2026-03-13T10:00:00+00:00,24098.33,24370.52,23919.35,24140.79,3493856,NIFTY50_DEMO
2026-03-16T10:00:00+00:00,24127.6,24212.77,23532.32,23572.06,880856,NIFTY50_DEMO
2026-03-17T10:00:00+00:00,23530.23,23613.43,23361.17,23480.87,1437631,NIFTY50_DEMO
2026-03-18T10:00:00+00:00,23556.92,23600.35,23256.48,23370.46,1647573,NIFTY50_DEMO
2026-03-19T10:00:00+00:00,23323.33,23427.91,23016.04,23100.64,1190101,NIFTY50_DEMO
2026-03-20T10:00:00+00:00,23206.9,23331.37,23130.72,23248.85,1086969,NIFTY50_DEMO
2026-03-23T10:00:00+00:00,23340.82,23456.41,23175.51,23289.18,2309956,NIFTY50_DEMO
2026-03-24T10:00:00+00:00,23346.36,23405.07,23300.95,23361.58,1126840,NIFTY50_DEMO
2026-03-25T10:00:00+00:00,23411.64,23563.37,23117.72,23448.25,727225,NIFTY50_DEMO
2026-03-26T10:00:00+00:00,23546.01,23657.85,23125.43,23212.36,1646517,NIFTY50_DEMO
2026-03-27T10:00:00+00:00,23137.38,23153.76,23043.37,23143.23,1958246,NIFTY50_DEMO
2026-03-30T10:00:00+00:00,23074.46,23118.95,22985.88,23042.97,907217,NIFTY50_DEMO
2026-03-31T10:00:00+00:00,23063.18,23097.08,22775.37,22844.85,950250,NIFTY50_DEMO
2026-04-01T10:00:00+00:00,22725.76,22990.66,22627.8,22798.13,1080869,NIFTY50_DEMO
2026-04-02T10:00:00+00:00,22919.22,23132.32,22897.22,23013.9,1191223,NIFTY50_DEMO
2026-04-03T10:00:00+00:00,23012.36,23052.22,22700.68,22744.72,795228,NIFTY50_DEMO
2026-04-06T10:00:00+00:00,22870.22,23036.92,22815.1,23021.9,1698187,NIFTY50_DEMO
2026-04-07T10:00:00+00:00,23040.47,23042.21,22925.31,22938.76,817082,NIFTY50_DEMO
2026-04-08T10:00:00+00:00,22979.88,23196.05,22847.62,22995.83,3529233,NIFTY50_DEMO
2026-04-09T10:00:00+00:00,23068.05,23093.42,22564.44,22864.86,802791,NIFTY50_DEMO
2026-04-10T10:00:00+00:00,22815.52,23106.27,22523.47,22594.74,822771,NIFTY50_DEMO
2026-04-13T10:00:00+00:00,22622.54,22927.64,22493.54,22672.42,901259,NIFTY50_DEMO
2026-04-14T10:00:00+00:00,22712.57,22892.49,22229.8,22476.79,2168876,NIFTY50_DEMO
2026-04-15T10:00:00+00:00,22338.17,22519.63,22206.07,22221.34,2233115,NIFTY50_DEMO
2026-04-16T10:00:00+00:00,22173.39,22174.09,21751.88,21758.02,960267,NIFTY50_DEMO
2026-04-17T10:00:00+00:00,21674.39,21863.72,21658.75,21845.06,1555362,NIFTY50_DEMO
2026-04-20T10:00:00+00:00,21756.61,22153.16,21589.83,21951.1,1419985,NIFTY50_DEMO
2026-04-21T10:00:00+00:00,22073.68,22089.0,21729.4,21884.25,1243896,NIFTY50_DEMO
2026-04-22T10:00:00+00:00,22022.54,22609.67,21894.16,22575.95,1660597,NIFTY50_DEMO
2026-04-23T10:00:00+00:00,22497.52,22970.18,22354.65,22876.01,499134,NIFTY50_DEMO
2026-04-24T10:00:00+00:00,22708.07,22744.78,22298.31,22394.72,2548915,NIFTY50_DEMO
2026-04-27T10:00:00+00:00,22526.02,22741.83,22295.8,22555.06,1169662,NIFTY50_DEMO
2026-04-28T10:00:00+00:00,22552.41,22946.52,22540.35,22665.37,626413,NIFTY50_DEMO
2026-04-29T10:00:00+00:00,22695.28,23015.8,22625.31,22886.74,708137,NIFTY50_DEMO
2026-04-30T10:00:00+00:00,22965.44,23101.26,22887.92,22957.35,922526,NIFTY50_DEMO
2026-05-01T10:00:00+00:00,22948.5,23091.05,22663.8,22739.34,660703,NIFTY50_DEMO
2026-05-04T10:00:00+00:00,22742.23,23385.28,22713.03,23287.51,1136922,NIFTY50_DEMO
2026-05-05T10:00:00+00:00,23339.0,23445.07,23212.33,23286.45,901748,NIFTY50_DEMO
2026-05-06T10:00:00+00:00,23093.47,23303.42,22837.64,23026.49,2737303,NIFTY50_DEMO
2026-05-07T10:00:00+00:00,23074.28,23117.37,22589.4,23014.56,2104918,NIFTY50_DEMO
2026-05-08T10:00:00+00:00,22935.39,23156.45,22881.39,22909.36,823916,NIFTY50_DEMO
2026-05-11T10:00:00+00:00,22856.03,23004.35,22247.58,22475.09,1868823,NIFTY50_DEMO
2026-05-12T10:00:00+00:00,22594.83,22612.2,22478.07,22601.71,2575520,NIFTY50_DEMO
2026-05-13T10:00:00+00:00,22517.31,22697.83,22399.01,22671.94,602353,NIFTY50_DEMO
2026-05-14T10:00:00+00:00,22827.78,23284.38,22750.67,23090.62,868635,NIFTY50_DEMO
2026-05-15T10:00:00+00:00,23041.38,23160.82,22909.23,22915.91,793750,NIFTY50_DEMO
2026-05-18T10:00:00+00:00,22911.76,23028.25,22787.0,22995.29,901318,NIFTY50_DEMO
2026-05-19T10:00:00+00:00,23036.75,23391.19,23023.02,23254.79,1750992,NIFTY50_DEMO
2026-05-20T10:00:00+00:00,23300.28,23392.91,22764.62,22842.83,821075,NIFTY50_DEMO
2026-05-21T10:00:00+00:00,22708.99,22715.54,22191.59,22226.23,765161,NIFTY50_DEMO
2026-05-22T10:00:00+00:00,22093.28,22280.25,21932.75,22271.42,868117,NIFTY50_DEMO
2026-05-25T10:00:00+00:00,22202.44,22275.22,22068.38,22223.95,901264,NIFTY50_DEMO
2026-05-26T10:00:00+00:00,22133.56,22435.47,21942.12,22364.38,349471,NIFTY50_DEMO
2026-05-27T10:00:00+00:00,22410.84,22438.14,22156.04,22205.49,889137,NIFTY50_DEMO
2026-05-28T10:00:00+00:00,22193.05,22380.71,22159.17,22224.99,1423745,NIFTY50_DEMO
2026-05-29T10:00:00+00:00,22185.97,22243.55,22032.92,22085.19,974332,NIFTY50_DEMO
2026-06-01T10:00:00+00:00,22250.2,22453.22,22206.68,22336.47,2192618,NIFTY50_DEMO
2026-06-02T10:00:00+00:00,22172.58,22306.69,21825.11,22072.88,1008770,NIFTY50_DEMO
2026-06-03T10:00:00+00:00,22206.09,22263.47,22176.9,22219.88,1820647,NIFTY50_DEMO
2026-06-04T10:00:00+00:00,22238.73,22341.58,21465.41,21657.55,2130520,NIFTY50_DEMO
2026-06-05T10:00:00+00:00,21625.17,21804.13,21330.54,21721.66,1317087,NIFTY50_DEMO
2026-06-08T10:00:00+00:00,21685.74,21869.96,21577.7,21759.01,783838,NIFTY50_DEMO
2026-06-09T10:00:00+00:00,21721.59,21811.44,21678.11,21748.93,2020327,NIFTY50_DEMO
2026-06-10T10:00:00+00:00,21727.8,21855.4,21545.93,21603.52,1452287,NIFTY50_DEMO
2026-06-11T10:00:00+00:00,21531.8,21849.41,21356.66,21736.0,1478764,NIFTY50_DEMO
2026-06-12T10:00:00+00:00,21675.45,22337.87,21444.13,22172.29,2540882,NIFTY50_DEMO
2026-06-15T10:00:00+00:00,22167.85,22388.33,22018.15,22350.79,4085178,NIFTY50_DEMO
2026-06-16T10:00:00+00:00,22359.59,22500.76,22295.06,22403.21,1345050,NIFTY50_DEMO
2026-06-17T10:00:00+00:00,22441.23,22694.64,22057.83,22237.34,2667342,NIFTY50_DEMO
2026-06-18T10:00:00+00:00,22158.12,22174.84,22023.68,22031.05,2078372,NIFTY50_DEMO
2026-06-19T10:00:00+00:00,22152.36,22173.36,21655.71,21711.32,725015,NIFTY50_DEMO
2026-06-22T10:00:00+00:00,21775.65,21785.23,21186.68,21351.94,629361,NIFTY50_DEMO
2026-06-23T10:00:00+00:00,21480.23,21513.69,21209.25,21402.27,1063555,NIFTY50_DEMO
2026-06-24T10:00:00+00:00,21194.48,21201.38,21104.31,21133.59,1703342,NIFTY50_DEMO
2026-06-25T10:00:00+00:00,21219.3,21733.6,21078.43,21698.6,4354323,NIFTY50_DEMO
2026-06-26T10:00:00+00:00,21699.68,21726.93,21673.89,21723.78,1118858,NIFTY50_DEMO
2026-06-29T10:00:00+00:00,21681.02,21685.28,21470.2,21540.44,842035,NIFTY50_DEMO
2026-06-30T10:00:00+00:00,21520.67,21751.29,21178.36,21556.76,2075584,NIFTY50_DEMO
2026-07-01T10:00:00+00:00,21395.85,21769.01,21348.17,21724.35,594956,NIFTY50_DEMO
2026-07-02T10:00:00+00:00,21637.49,21864.98,21323.8,21444.19,2271106,NIFTY50_DEMO
2026-07-03T10:00:00+00:00,21357.02,21618.34,21294.31,21550.52,652741,NIFTY50_DEMO
2026-07-06T10:00:00+00:00,21531.87,21773.57,21440.02,21724.71,1501734,NIFTY50_DEMO
2026-07-07T10:00:00+00:00,21815.38,21956.89,21649.31,21729.61,1617756,NIFTY50_DEMO
2026-07-08T10:00:00+00:00,21755.13,21918.44,21562.8,21683.02,1096406,NIFTY50_DEMO
2026-07-09T10:00:00+00:00,21764.9,21856.88,21454.23,21637.08,552210,NIFTY50_DEMO
2026-07-10T10:00:00+00:00,21537.35,21931.09,21268.31,21702.58,2808688,NIFTY50_DEMO
2026-07-13T10:00:00+00:00,21695.03,21829.78,21643.07,21758.64,1180186,NIFTY50_DEMO
2026-07-14T10:00:00+00:00,21767.59,22084.39,21720.1,22064.49,1168845,NIFTY50_DEMO
2026-07-15T10:00:00+00:00,21928.65,22196.53,21830.86,22018.42,1309862,NIFTY50_DEMO
2026-07-16T10:00:00+00:00,22019.88,22065.8,21908.89,21980.07,814921,NIFTY50_DEMO
2026-07-17T10:00:00+00:00,21902.65,22016.69,21678.91,21962.89,2011875,NIFTY50_DEMO
2026-07-20T10:00:00+00:00,21983.13,22247.0,21763.46,22116.6,1997056,NIFTY50_DEMO
2026-07-21T10:00:00+00:00,22014.72,22097.25,21533.83,21537.21,1557869,NIFTY50_DEMO
2026-07-22T10:00:00+00:00,21551.69,21649.37,21294.2,21372.62,595209,NIFTY50_DEMO
